IF,Shapre Fac,CF,RMS,Kur,Skew,Var,SD,Mean,Range,TARGET
0.912207489,1.001856596,0.910517027,20.65097789,-0.397307453,-0.611879752,1.579139645,1.256638231,-20.61270841,5.16868442,0UL
0.914041442,1.001866729,0.912338354,20.6592923,-0.384117206,-0.626389887,1.589012704,1.260560472,-20.62079886,5.11218725,0UL
0.912502568,1.001845224,0.910821897,20.6617881,-0.391083367,-0.623033127,1.571137287,1.253450154,-20.6237327,5.15254237,0UL
0.913042681,1.001859553,0.911347981,20.67642931,-0.375568376,-0.62638849,1.585548916,1.259185815,-20.63805175,5.16222761,0UL
0.91259846,1.001834988,0.910926919,20.65851996,-0.378068041,-0.632428035,1.561951786,1.249780695,-20.62068125,5.13720742,0UL
0.911400036,1.001878069,0.909691573,20.65729541,-0.408645146,-0.603502903,1.598329342,1.264250506,-20.61857231,5.19451171,0UL
0.910815419,1.00186887,0.909116398,20.65882351,-0.430404179,-0.600643175,1.590758348,1.26125269,-20.62028687,5.12187248,0UL
0.912034794,1.001850397,0.910350284,20.63791528,-0.376727322,-0.611873789,1.571891444,1.25375095,-20.59979747,5.17998386,0UL
0.908769652,1.0018633,0.907079491,20.63225219,-0.371590409,-0.613615092,1.581952896,1.257757089,-20.59387962,5.17998385,0UL
0.908984067,1.001850299,0.907305281,20.64401934,-0.384301984,-0.618486488,1.572737905,1.254088476,-20.60589228,5.15415658,0UL
0.910488531,1.001838639,0.908817543,20.63986263,-0.371330321,-0.61687331,1.562225386,1.24989015,-20.60198301,5.1953188,0UL
0.913268818,1.001898561,0.911538207,20.63581182,-0.428639511,-0.602545651,1.612360866,1.269787725,-20.59670771,5.13478612,0UL
0.911525793,1.001856716,0.909836484,20.64779569,-0.389460765,-0.616742243,1.578754901,1.256485138,-20.60952964,5.15577078,0UL
0.911999974,1.00187633,0.910291966,20.64987715,-0.408930675,-0.604057726,1.595707319,1.263213093,-20.61120373,5.15738499,0UL
0.911374515,1.00186021,0.909682315,20.64597159,-0.381147543,-0.623420605,1.581438223,1.257552473,-20.60763705,5.1945117,0UL
0.909807077,1.001870108,0.908108816,20.64086174,-0.390522423,-0.617843292,1.589042129,1.260572144,-20.60233315,5.21549636,0UL
0.911420746,1.001855288,0.909732929,20.63240231,-0.364054122,-0.62942082,1.575192287,1.255066646,-20.59419415,5.13801452,0UL
0.908798136,1.0018741,0.907098143,20.63449723,-0.400144104,-0.604930698,1.591442827,1.26152401,-20.59589845,5.1928975,0UL
0.912706288,1.001869847,0.911002852,20.64085096,-0.397436634,-0.604250768,1.588819509,1.260483839,-20.60232776,5.15819209,0UL
0.910727309,1.0018624,0.909034323,20.63760419,-0.401639178,-0.615067201,1.582011734,1.257780479,-20.59924016,5.14205004,0UL
0.912403879,1.001858359,0.91071145,20.64479674,-0.37826116,-0.618661269,1.579688539,1.256856611,-20.60650246,5.1598063,0UL
0.910812345,1.001855271,0.90912567,20.66038839,-0.399253375,-0.624348691,1.579454398,1.256763461,-20.62212874,5.23728813,0UL
0.9096735,1.001870052,0.907975539,20.65455834,-0.380624197,-0.607145304,1.59110422,1.261389797,-20.61600534,5.22114608,0UL
0.909214014,1.001862393,0.907523847,20.65683438,-0.369152436,-0.61218784,1.584955397,1.258950117,-20.61843474,5.25181598,0UL
0.909358677,1.001878301,0.90765383,20.65921148,-0.392755568,-0.616963769,1.598823227,1.264445818,-20.62048001,5.23405972,0UL
0.912203261,1.001854367,0.910514833,20.65723263,-0.365194874,-0.633624675,1.578204207,1.256265978,-20.61899744,5.17917675,0UL
0.909586351,1.001860356,0.907897339,20.65100349,-0.37302256,-0.620229542,1.582332269,1.257907894,-20.61265662,5.21146086,0UL
0.912347379,1.001841285,0.910670575,20.65015476,-0.367156382,-0.619676426,1.566027958,1.251410387,-20.61220181,5.12187247,0UL
0.912126229,1.001874201,0.91041992,20.66204573,-0.397570243,-0.617379964,1.595780438,1.263242034,-20.62339335,5.21630348,0UL
0.910453731,1.001864525,0.908759327,20.66338827,-0.387140018,-0.613422466,1.587771665,1.260068119,-20.62493256,5.20096852,0UL
0.912955587,1.00182404,0.911293352,20.65906979,-0.345448141,-0.638013869,1.552740204,1.246089966,-20.62145544,5.16545601,0UL
0.910577399,1.001852961,0.908893255,20.66034345,-0.379992038,-0.622425406,1.577486239,1.25598019,-20.62213144,5.21307506,0UL
0.913626912,1.001839055,0.911949786,20.66012964,-0.371819657,-0.62146393,1.565647478,1.251258358,-20.62220427,5.14689265,0UL
0.910243955,1.001896212,0.908521206,20.67502267,-0.408313575,-0.602519874,1.616497048,1.271415372,-20.63589265,5.18724778,0UL
0.912905949,1.001843106,0.911226462,20.67121509,-0.358367224,-0.637625051,1.570771126,1.253304084,-20.63318594,5.17433414,0UL
0.912191759,1.001831915,0.910523757,20.67298563,-0.345280306,-0.640539672,1.561527153,1.249610801,-20.63518373,5.1614205,0UL
0.913978729,1.001833904,0.912305648,20.66711041,-0.356667172,-0.639157826,1.562329814,1.249931924,-20.62927829,5.13317191,0UL
0.909268239,1.001847745,0.907591242,20.65885759,-0.369566368,-0.615401419,1.57283151,1.254125795,-20.6207557,5.24051655,0UL
