IF,Shapre Fac,CF,RMS,Kur,Skew,Var,SD,Mean,Range,TARGET
0.913000448,1.001874747,0.911292006,20.66884266,-0.352292467,-0.64352358,1.597294708,1.263841251,-20.63016632,5.22760291,8UL
0.911957511,1.001888805,0.910238248,20.65552927,-0.376129295,-0.630132001,1.60716605,1.26774053,-20.61658855,5.17998386,8UL
0.914066527,1.001846778,0.912381561,20.64858323,-0.350841532,-0.646376755,1.570447681,1.25317504,-20.61052017,5.15012107,8UL
0.914351835,1.00186204,0.91265244,20.6654477,-0.36851565,-0.639489417,1.585977043,1.259355805,-20.62703934,5.20016142,8UL
0.912985062,1.001880839,0.911271108,20.65957407,-0.349867365,-0.632383927,1.601033598,1.265319563,-20.62078969,5.2259887,8UL
0.913545713,1.001868635,0.911841814,20.65106928,-0.356312128,-0.64648514,1.589364397,1.260699963,-20.61255195,5.14527845,8UL
0.913689052,1.0018482,0.912003487,20.66068307,-0.364605791,-0.644896516,1.573495601,1.25439053,-20.62256844,5.16222761,8UL
0.914918332,1.001860135,0.913219621,20.65349664,-0.327838677,-0.651224236,1.582527059,1.257985317,-20.61514968,5.16384181,8UL
0.912675185,1.001865822,0.910975467,20.658305,-0.37549268,-0.637957324,1.588091197,1.260194904,-20.61983206,5.16787732,8UL
0.913767843,1.001872577,0.912059941,20.65940425,-0.370002358,-0.640069061,1.593994256,1.262534853,-20.62079023,5.17756255,8UL
0.914267091,1.001854677,0.912574561,20.65836705,-0.352464546,-0.650863346,1.578640487,1.256439608,-20.6201234,5.14205004,8UL
0.912012602,1.001854604,0.910324312,20.65446308,-0.349855243,-0.64138498,1.577981966,1.256177522,-20.61622816,5.22276029,8UL
0.912731785,1.001875709,0.91102297,20.65899967,-0.395638111,-0.629371467,1.596590535,1.263562636,-20.62032193,5.16868443,8UL
0.915053105,1.001850002,0.913363381,20.65819879,-0.336576533,-0.653325229,1.574647454,1.254849574,-20.62005164,5.10976594,8UL
0.91288434,1.001878611,0.911172601,20.66977965,-0.361859456,-0.635164076,1.600722926,1.265196793,-20.63102198,5.1928975,8UL
0.912542589,1.001869651,0.910839636,20.67910786,-0.379772765,-0.638980253,1.594547628,1.262753985,-20.6405173,5.17594835,8UL
0.91506734,1.001839942,0.913386762,20.66032089,-0.331658274,-0.657529092,1.566429557,1.251570836,-20.62237692,5.1299435,8UL
0.911638266,1.001846783,0.909957772,20.65568717,-0.346704605,-0.643801486,1.571532784,1.253607907,-20.61761091,5.17271993,8UL
0.911660413,1.001891429,0.909939327,20.6711846,-0.406461592,-0.626993967,1.611832531,1.269579667,-20.63216034,5.22276029,8UL
0.91489,1.001854071,0.913196869,20.66284942,-0.359480697,-0.644177001,1.578811032,1.256507474,-20.62460994,5.13317192,8UL
0.912149328,1.001850131,0.910464848,20.66102612,-0.352174736,-0.644679116,1.575187611,1.255064784,-20.62287111,5.19693302,8UL
0.912800872,1.001853261,0.911112344,20.65874486,-0.354016943,-0.644396354,1.577496324,1.255984205,-20.62052964,5.23809524,8UL
0.912993549,1.001862998,0.911295808,20.65635713,-0.359248538,-0.63839148,1.585394821,1.259124625,-20.61794595,5.17433414,8UL
0.912189202,1.001876242,0.910480919,20.65622915,-0.362364524,-0.630565068,1.596614637,1.263572173,-20.61754563,5.18644068,8UL
0.915731427,1.001849527,0.914040884,20.65259962,-0.354124807,-0.646719055,1.573390402,1.254348597,-20.6144726,5.18401937,8UL
0.913626994,1.001849929,0.911939969,20.6550418,-0.374631765,-0.639841983,1.574103881,1.254632967,-20.616902,5.14285714,8UL
0.914112826,1.001866614,0.912409709,20.64617706,-0.35292488,-0.648694695,1.586898299,1.259721517,-20.60771042,5.1928975,8UL
0.912408534,1.001866678,0.910708534,20.6360005,-0.378390132,-0.628763488,1.5853888,1.259122234,-20.5975515,5.17998386,8UL
0.909087148,1.001882534,0.907378976,20.64501114,-0.332967778,-0.629827725,1.600214195,1.264995729,-20.60621922,5.26715093,8UL
0.910942207,1.001878917,0.909233831,20.64106485,-0.362791103,-0.632282218,1.596537698,1.263541728,-20.60235473,5.2259887,8UL
0.914512727,1.001839852,0.912833249,20.64190259,-0.327222583,-0.656245574,1.563561784,1.250424641,-20.60399429,5.13720743,8UL
0.913008266,1.001835325,0.911335669,20.6439405,-0.337333897,-0.650382954,1.560033368,1.249012957,-20.60612157,5.14205004,8UL
0.913928293,1.001869645,0.91222276,20.63802153,-0.353621808,-0.64447959,1.588212956,1.260243213,-20.59950775,5.17271994,8UL
0.912941634,1.00185347,0.911252655,20.64227831,-0.329645098,-0.658087226,1.575160042,1.255053801,-20.60408925,5.17191283,8UL
0.915324413,1.00186071,0.913624422,20.64257883,-0.352724178,-0.65241718,1.581342036,1.257514229,-20.60424031,5.15254238,8UL
0.912659369,1.001863042,0.910962208,20.64620183,-0.377233029,-0.630701536,1.583874297,1.258520678,-20.60780861,5.16949153,8UL
0.913076617,1.001848264,0.911392124,20.65151744,-0.352523756,-0.642652424,1.57215425,1.253855753,-20.6134184,5.18079096,8UL
0.911458254,1.001884035,0.909744264,20.64545286,-0.363944084,-0.632173909,1.601554965,1.265525569,-20.60662925,5.24051655,8UL
0.913550673,1.001876413,0.911839685,20.65023236,-0.385761013,-0.619956275,1.595832462,1.263262626,-20.61155656,5.16384181,8UL
0.911904614,1.001876503,0.910196627,20.6484932,-0.358830162,-0.638054784,1.595640138,1.263186502,-20.60981881,5.26069411,8UL
0.910497684,1.001868901,0.908799228,20.65360006,-0.353578601,-0.635499984,1.589980066,1.260944117,-20.61507253,5.24858757,8UL
0.911938303,1.001858392,0.910246707,20.64203705,-0.34530515,-0.641150071,1.57929476,1.256699948,-20.6037472,5.19693301,8UL
0.911920643,1.001843889,0.910242258,20.65011816,-0.319243733,-0.659728322,1.568230479,1.252290094,-20.61211172,5.1945117,8UL
0.911662031,1.001873449,0.909957273,20.65126364,-0.365765997,-0.631916573,1.59347755,1.262330207,-20.61264691,5.18724778,8UL
0.912539643,1.001863828,0.910841991,20.64538238,-0.368680996,-0.63884068,1.584414391,1.258735235,-20.60697453,5.17271994,8UL
0.911352006,1.001857221,0.909662561,20.65085618,-0.354609721,-0.636104619,1.579651173,1.256841745,-20.61257407,5.28329298,8UL
0.91444884,1.001850776,0.912759526,20.64622255,-0.368784718,-0.643864916,1.573478445,1.254383691,-20.6080816,5.14043583,8UL
0.911776867,1.001869681,0.910075316,20.64858503,-0.372914186,-0.62901393,1.589869587,1.260900308,-20.6100508,5.20661824,8UL
0.913349855,1.001850083,0.911663203,20.65422989,-0.347280309,-0.643353925,1.574110507,1.254635607,-20.61608842,5.16949153,8UL
0.914120197,1.001855669,0.912427034,20.64578504,-0.353775595,-0.643946869,1.577559924,1.256009524,-20.60754425,5.18644068,8UL
0.912163783,1.001859579,0.91047069,20.64139127,-0.36385209,-0.633156264,1.580201786,1.257060773,-20.60307821,5.16626311,8UL
0.912888396,1.001868516,0.911185831,20.65530718,-0.344851452,-0.649193791,1.589916256,1.260918814,-20.61678439,5.25020178,8UL
0.910034189,1.001861205,0.908343576,20.65063237,-0.354332023,-0.630999536,1.582995567,1.258171517,-20.61226871,5.2267958,8UL
0.914916729,1.001840888,0.913235565,20.64606578,-0.345842711,-0.652573575,1.565070597,1.251027816,-20.60812854,5.0968523,8UL
0.911700219,1.001849626,0.910017028,20.6392647,-0.368147263,-0.635581309,1.571443131,1.253572148,-20.60116026,5.16949153,8UL
0.911293665,1.001866672,0.909595749,20.63817594,-0.354382341,-0.634387519,1.585717564,1.25925278,-20.59972302,5.1912833,8UL
0.913559278,1.001860451,0.911862802,20.63820237,-0.312850229,-0.658897771,1.580451599,1.257160133,-20.59987732,5.16626311,8UL
0.914006517,1.001869125,0.912301311,20.654823,-0.354286055,-0.654301946,1.590358298,1.261094088,-20.61628858,5.1920904,8UL
0.911505319,1.001898138,0.909778434,20.6012075,-0.362645463,-0.633454843,1.606601133,1.267517705,-20.56217764,5.23002421,32UL
0.911226828,1.001890338,0.909507552,20.59403215,-0.359694469,-0.637408446,1.598903159,1.264477425,-20.55517592,5.18240517,32UL
0.912300346,1.001902139,0.910568318,20.59929142,-0.371108048,-0.63270242,1.609678559,1.268731082,-20.56018309,5.20419693,32UL
0.912757328,1.001854753,0.911067523,20.6057221,-0.331945387,-0.65787879,1.570669378,1.253263491,-20.56757433,5.15254237,32UL
0.912445748,1.001880567,0.910733053,20.60176887,-0.357785421,-0.642565388,1.591857033,1.261688168,-20.56309858,5.19451171,32UL
0.910449169,1.001913367,0.908710472,20.59966173,-0.382616648,-0.624105297,1.619211227,1.272482309,-20.56032228,5.26715093,32UL
0.910725089,1.001880569,0.909015622,20.61050428,-0.363716187,-0.638480649,1.59320923,1.262223922,-20.57181756,5.20258273,32UL
0.915402934,1.001894812,0.913671698,20.61677662,-0.406288941,-0.632570795,1.606218592,1.267366795,-20.57778558,5.07425343,32UL
0.911933832,1.0018606,0.910240239,20.61912974,-0.417820651,-0.6239024,1.577658342,1.256048702,-20.58083703,5.11864407,32UL
0.912980705,1.001847886,0.911296732,20.61470998,-0.394390261,-0.636237808,1.566235773,1.251493417,-20.57668661,5.07021791,32UL
0.911360867,1.001888403,0.909643094,20.61669446,-0.396704276,-0.624497452,1.600788177,1.26522258,-20.57783522,5.23083131,32UL
0.913409169,1.00189437,0.911682106,20.61219302,-0.409790873,-0.626702876,1.605130985,1.26693764,-20.57321973,5.17514125,32UL
0.912425233,1.001871901,0.910720454,20.61268856,-0.377362333,-0.629604333,1.586222368,1.259453202,-20.57417574,5.18079096,32UL
0.912081916,1.001868492,0.910380877,20.60973856,-0.358050258,-0.639093948,1.582888393,1.258128925,-20.57130125,5.20338983,32UL
0.913333555,1.00186971,0.911629074,20.61427746,-0.381089161,-0.635645173,1.584614899,1.258814879,-20.57580667,5.18563357,32UL
0.912310712,1.001882308,0.910596689,20.59864963,-0.345210016,-0.640068124,1.59284386,1.262079181,-20.55994948,5.24132364,32UL
0.911573067,1.0018621,0.909878782,20.61046701,-0.340475779,-0.647802071,1.57759981,1.256025402,-20.5721596,5.22760291,32UL
0.912672706,1.001872138,0.91096725,20.60356031,-0.366719643,-0.644290182,1.585017536,1.258974796,-20.56505969,5.17271994,32UL
0.914202646,1.001880621,0.912486604,20.59313568,-0.352399334,-0.638156305,1.590568485,1.26117742,-20.5544805,5.14205004,32UL
0.912911834,1.001862838,0.911214389,20.61125839,-0.332026791,-0.656979675,1.578345135,1.256322067,-20.57293434,5.19935432,32UL
0.914377671,1.001861182,0.912679009,20.60559651,-0.358856734,-0.651022212,1.576079462,1.255420034,-20.56731699,5.15496368,32UL
0.912905582,1.001871579,0.911200199,20.6089221,-0.356826483,-0.642821467,1.585370644,1.259115024,-20.57042293,5.19531881,32UL
0.91479971,1.001880945,0.913082253,20.60621973,-0.339762336,-0.649108894,1.592864181,1.262087232,-20.56753333,5.18563357,32UL
0.911810697,1.001883067,0.910096924,20.60109272,-0.365218383,-0.646486335,1.593862471,1.262482662,-20.56237241,5.1928975,32UL
0.910973333,1.00186548,0.909277095,20.59925172,-0.368174619,-0.626199794,1.578736127,1.256477667,-20.56089578,5.20258273,32UL
0.911435459,1.00187152,0.909732876,20.59425451,-0.368800076,-0.629387476,1.58306535,1.258199249,-20.55578395,5.20742534,32UL
0.912166864,1.00188616,0.91044961,20.58956641,-0.35200778,-0.640182848,1.594687606,1.26280941,-20.5508043,5.21388216,32UL
0.913836459,1.001848357,0.912150479,20.59010619,-0.311274732,-0.662517063,1.562896415,1.250158556,-20.55211854,5.14447135,32UL
0.912715989,1.001876325,0.911006644,20.5973537,-0.392010488,-0.626424851,1.587595858,1.259998356,-20.55877875,5.1283293,32UL
0.913496265,1.001859393,0.911800868,20.58649376,-0.338126797,-0.653128554,1.571650795,1.253654974,-20.54828642,5.14689265,32UL
0.912991888,1.001865622,0.911291762,20.5979947,-0.382894163,-0.626490219,1.578663188,1.256448641,-20.55963818,5.15415658,32UL
0.91239239,1.001868356,0.910690894,20.60272259,-0.357615158,-0.639115389,1.581696483,1.257655153,-20.56430114,5.15415658,32UL
0.911263208,1.00190728,0.909528482,20.59622038,-0.335597099,-0.642379408,1.613535142,1.270250031,-20.5570124,5.26311542,32UL
0.912968658,1.001890223,0.911246199,20.60965318,-0.382450653,-0.620117457,1.601232682,1.26539823,-20.57076983,5.1291364,32UL
0.914450175,1.001878944,0.912735198,20.61140216,-0.403751779,-0.62556986,1.59197453,1.26173473,-20.57274713,5.12267958,32UL
0.911629564,1.001885713,0.909913728,20.61677153,-0.379831054,-0.627740761,1.598526162,1.264328344,-20.5779674,5.18482648,32UL
0.913375383,1.001852424,0.911686553,20.61651893,-0.366350199,-0.63935934,1.570347167,1.253134936,-20.578399,5.15173527,32UL
0.912296563,1.001864591,0.910598669,20.61810436,-0.37198465,-0.632390727,1.580875491,1.257328712,-20.57973158,5.17191283,32UL
0.909917706,1.001890311,0.908200923,20.62899288,-0.38163917,-0.629463098,1.60431385,1.266615115,-20.59007124,5.26069411,32UL
0.911920062,1.001871926,0.910216204,20.62322106,-0.381085404,-0.627157892,1.58786529,1.260105269,-20.58468804,5.21953188,32UL
0.91381335,1.001902338,0.912078269,20.62536272,-0.380873559,-0.628738393,1.613923265,1.270402796,-20.58620081,5.19128329,32UL
0.911793667,1.001888005,0.91007544,20.613995,-0.364585789,-0.637785445,1.600032903,1.26492407,-20.57514901,5.26634382,32UL
0.911609188,1.001891692,0.909887961,20.60848504,-0.347900598,-0.6372058,1.602291653,1.265816595,-20.56957375,5.25020178,32UL
0.912169853,1.001859867,0.910476488,20.60491491,-0.313218081,-0.666860794,1.574864852,1.254936195,-20.56666365,5.18482647,32UL
0.913517019,1.001907066,0.911778198,20.61710229,-0.378253867,-0.628122781,1.61662745,1.271466653,-20.57785896,5.17433414,32UL
0.91301158,1.001867093,0.91131008,20.60909413,-0.356074182,-0.645520825,1.58160746,1.25761976,-20.57068675,5.17836965,32UL
0.913424387,1.001881346,0.911709146,20.60184381,-0.388290995,-0.62584499,1.59252641,1.26195341,-20.56315739,5.12832929,32UL
0.912718454,1.001873276,0.911011878,20.61141042,-0.344701921,-0.646280395,1.587187446,1.259836277,-20.57287175,5.1630347,32UL
0.913378209,1.001863902,0.911678929,20.62377367,-0.40391328,-0.628720266,1.581161985,1.257442637,-20.5854045,5.14689265,32UL
0.914114018,1.001872176,0.912405834,20.6206117,-0.357749488,-0.6397187,1.587674172,1.260029433,-20.58207844,5.13559322,32UL
0.913423286,1.001880879,0.911708473,20.62310536,-0.381927082,-0.631000577,1.595420326,1.263099492,-20.58438861,5.1953188,32UL
0.912016358,1.001901418,0.910285525,20.62608378,-0.379714414,-0.632088179,1.613258253,1.270141037,-20.5869394,5.26069411,32UL
0.911709812,1.001877029,0.910001713,20.62719512,-0.402180687,-0.62028563,1.592794652,1.262059686,-20.58854983,5.23002421,32UL
0.912504244,1.001847072,0.91082189,20.62634324,-0.352915621,-0.648909666,1.567315302,1.251924639,-20.58831514,5.15496368,32UL
0.911205498,1.001902874,0.909474882,20.62671968,-0.357152583,-0.644141948,1.614589335,1.270664919,-20.58754419,5.26957224,32UL
0.912995991,1.00188987,0.911273802,20.61611439,-0.387369856,-0.625849751,1.601937873,1.265676844,-20.57722611,5.17110573,32UL
0.913314539,1.001862343,0.911616796,20.62075255,-0.356248256,-0.637573131,1.579380578,1.256734092,-20.58242103,5.13478612,32UL
0.911892752,1.001864739,0.910195475,20.60950299,-0.341971427,-0.641914523,1.579681922,1.256853978,-20.57114317,5.1928975,32UL
0.912393233,1.001872145,0.910688292,20.61962032,-0.3916583,-0.625648759,1.587495995,1.259958728,-20.58108952,5.14285714,32UL
0.910741487,1.001885966,0.909027093,20.60669271,-0.373765535,-0.624765899,1.597177252,1.263794782,-20.56790235,5.25020177,32UL
0.913410128,1.001877041,0.911698831,20.6215529,-0.397506526,-0.6219995,1.59193418,1.261718741,-20.58291791,5.11299435,32UL
0.911766675,1.001877705,0.910057855,20.62592261,-0.377408995,-0.6305323,1.593170403,1.262208542,-20.5872658,5.19693301,32UL
0.911962452,1.001869106,0.910261077,20.62752443,-0.353760383,-0.641726325,1.586141612,1.259421142,-20.58904132,5.23163842,32UL
0.911014993,1.001883297,0.909302506,20.6182034,-0.358755469,-0.643509288,1.596706266,1.263608431,-20.57944619,5.19774011,32UL
0.91281479,1.001869484,0.911111481,20.62155897,-0.385083524,-0.627169666,1.585543843,1.2591838,-20.58307923,5.21711058,32UL
0.913693741,1.001862105,0.91199551,20.61572955,-0.344007886,-0.651183814,1.578410338,1.256348016,-20.57741224,5.20096853,32UL
0.914150105,1.001853151,0.91245918,20.61940614,-0.341612269,-0.65619325,1.571401648,1.253555602,-20.58126594,5.12187248,32UL
0.915058095,1.001830453,0.913386185,20.63470846,-0.326511187,-0.655682957,1.554512193,1.246800783,-20.5970066,5.13478611,32UL
0.91292387,1.001889321,0.911202317,20.62658931,-0.364175118,-0.637308855,1.603101936,1.266136618,-20.58769255,5.20984666,32UL
0.914012703,1.001866298,0.91231006,20.62543049,-0.328056974,-0.646940395,1.583443576,1.258349544,-20.58700899,5.1614205,32UL
0.913515265,1.001865046,0.911814688,20.61450689,-0.34864014,-0.644667993,1.580708863,1.257262448,-20.57613145,5.14205004,32UL
0.910866484,1.00187716,0.909159846,20.61877544,-0.371668996,-0.622249245,1.591605385,1.261588437,-20.58014323,5.17998386,32UL
0.912465983,1.001862298,0.910769858,20.61865985,-0.339990957,-0.652380525,1.57902225,1.256591521,-20.58033313,5.17352704,32UL
0.91385708,1.001867012,0.912154077,20.62099406,-0.351218536,-0.649243308,1.583366402,1.258318879,-20.58256615,5.15012106,32UL
0.913005509,1.001861332,0.91130926,20.6179692,-0.345237628,-0.647394792,1.578099782,1.256224416,-20.57966361,5.16061339,32UL
0.913956639,1.001885528,0.912236592,20.61470508,-0.373927119,-0.627633751,1.598049288,1.264139742,-20.57590864,5.17675544,32UL
0.912482465,1.001886957,0.910763893,20.61702254,-0.366894515,-0.635811788,1.599617067,1.264759688,-20.57819237,5.18321227,32UL
0.911595448,1.001878096,0.909886594,20.62359562,-0.366276532,-0.633258786,1.593141837,1.262197226,-20.58493513,5.1598063,32UL
0.91225981,1.00188371,0.910544608,20.62553328,-0.381328072,-0.628488238,1.598190624,1.264195643,-20.58675381,5.22921711,32UL
0.913653798,1.001877202,0.911941898,20.62048166,-0.374986652,-0.631491695,1.591904913,1.261707142,-20.58184537,5.12429379,32UL
0.91186042,1.001874152,0.910154651,20.62372902,-0.373975099,-0.630874769,1.589826474,1.260883212,-20.58514931,5.2276029,32UL
0.913289012,1.001875238,0.911579583,20.61362583,-0.33860766,-0.657177982,1.589186693,1.260629483,-20.57504273,5.23567393,32UL
0.914874613,1.001872231,0.913164957,20.6052373,-0.376964063,-0.635413369,1.58535448,1.259108605,-20.56673162,5.12106537,32UL
0.911760938,1.001863768,0.910064789,20.62221802,-0.358358954,-0.643602352,1.58081003,1.25730268,-20.5838545,5.23002421,32UL
0.912593573,1.001910261,0.910853604,20.63625821,-0.393829943,-0.630398033,1.622339122,1.273710769,-20.59691273,5.1953188,32UL
0.9124477,1.001872511,0.910742325,20.62194179,-0.372728812,-0.626538136,1.588162503,1.260223196,-20.58339915,5.16384181,32UL
0.911972164,1.001891109,0.91025078,20.63751126,-0.368143311,-0.639004298,1.606314856,1.267404772,-20.59855714,5.21630348,32UL
0.911939349,1.001880169,0.910227966,20.62472798,-0.358197364,-0.647743612,1.595070315,1.262960932,-20.58602278,5.2267958,32UL
0.911735398,1.001888372,0.910016948,20.63217124,-0.41247228,-0.608024632,1.603166383,1.266162068,-20.59328346,5.1283293,32UL
0.913265297,1.001881373,0.911550331,20.62225609,-0.358697009,-0.639128191,1.59570633,1.263212702,-20.58353079,5.20177563,32UL
0.912882285,1.001868328,0.911179902,20.62089628,-0.378916512,-0.629067976,1.584464218,1.258755027,-20.58244153,5.18644067,32UL
0.912490672,1.001871182,0.910786426,20.61474016,-0.357226337,-0.648976213,1.585930053,1.259337148,-20.57623828,5.22276029,32UL
0.91015237,1.001865352,0.908457777,20.62049503,-0.379285526,-0.613970188,1.581885352,1.257730238,-20.58210218,5.27602906,32UL
0.911352306,1.001883157,0.909639312,20.62831479,-0.380240744,-0.631072374,1.598154258,1.26418126,-20.58954144,5.1622276,32UL
0.912685728,1.001864676,0.910987032,20.62437606,-0.394776079,-0.62794639,1.581909186,1.257739713,-20.58598987,5.18079096,32UL
0.911932129,1.001881418,0.910219625,20.62669039,-0.364177558,-0.634249309,1.596431183,1.263499578,-20.58795583,5.26392252,32UL
0.911985545,1.001871653,0.910281813,20.60666156,-0.365973821,-0.629870022,1.585085534,1.259001801,-20.56816509,5.24051654,32UL
0.911556263,1.001857043,0.909866602,20.5992112,-0.356537647,-0.641750315,1.571609245,1.253638403,-20.56102849,5.20661824,32UL
0.913805892,1.001883599,0.912087884,20.60567757,-0.383779088,-0.635545342,1.595021321,1.262941535,-20.56693771,5.20096852,32UL
0.913213407,1.001893213,0.911487766,20.60861849,-0.390683358,-0.633867429,1.603597104,1.266332146,-20.56967571,5.15738499,32UL
0.912188426,1.001869249,0.9104865,20.61621221,-0.359013216,-0.633607289,1.584522815,1.258778303,-20.57774728,5.17836965,32UL
0.913402993,1.001884386,0.911685026,20.62186516,-0.367448395,-0.64450614,1.598194533,1.264197189,-20.58307869,5.19935432,32UL
0.914026606,1.001871938,0.912318802,20.6146168,-0.350958592,-0.648297757,1.586550191,1.25958334,-20.57609962,5.14931396,32UL
0.911560592,1.001876592,0.909853169,20.61193431,-0.370425114,-0.627539505,1.590070249,1.260979876,-20.57332656,5.17271993,32UL
0.912111846,1.001875554,0.910404334,20.61629979,-0.35780092,-0.644907967,1.589865874,1.260898836,-20.5777052,5.16384181,32UL
0.910702909,1.001888838,0.908985982,20.62449509,-0.365987998,-0.629693878,1.602367687,1.265846628,-20.58561221,5.23405972,32UL
0.912627834,1.001844226,0.91094784,20.61108735,-0.353122873,-0.639860375,1.562592658,1.250037063,-20.57314582,5.17271994,32UL
0.913220929,1.001881791,0.911505665,20.61972478,-0.365674351,-0.635072404,1.595668242,1.263197626,-20.58099565,5.16787732,32UL
0.912978965,1.001868657,0.911276102,20.62314781,-0.349906742,-0.634885757,1.585088591,1.259003015,-20.5846821,5.1928975,32UL
0.912927042,1.001868992,0.911223971,20.62167046,-0.347201761,-0.639138985,1.585145051,1.259025437,-20.58320061,5.19612591,32UL
0.912576449,1.00186488,0.910877772,20.62064748,-0.347615251,-0.641473312,1.581509758,1.257580915,-20.58226403,5.17836965,32UL
0.911287719,1.001883802,0.909574262,20.62446602,-0.340467188,-0.650014072,1.598103265,1.264161092,-20.58568666,5.22760291,32UL
0.913793783,1.001886422,0.912073228,20.61839742,-0.361463021,-0.638022786,1.599377609,1.264665018,-20.57957567,5.16061339,32UL
0.912835738,1.001889064,0.911114585,20.61263033,-0.355919249,-0.647012776,1.600715409,1.265193823,-20.57376518,5.22276029,32UL
0.91337029,1.001880978,0.911655486,20.60659769,-0.347671031,-0.643900194,1.592950533,1.262121441,-20.56790991,5.21711057,32UL
0.912259462,1.001879482,0.910548103,20.6068399,-0.360456636,-0.637524595,1.591724968,1.26163583,-20.56818236,5.21065375,32UL
0.915082217,1.001844679,0.913397292,20.61236685,-0.345224105,-0.654684702,1.563169373,1.25026772,-20.57441366,5.1275222,32UL
0.911751058,1.001874197,0.910045454,20.62442991,-0.393208501,-0.631669917,1.589972408,1.26094108,-20.58584798,5.17352704,32UL
0.913320206,1.001887517,0.911599547,20.63353791,-0.372392666,-0.641860449,1.602654652,1.265959972,-20.59466514,5.1606134,32UL
0.913914665,1.001883945,0.912196137,20.62181284,-0.347748831,-0.646250296,1.597813274,1.264046389,-20.58303553,5.20338984,32UL
0.914220229,1.001851962,0.912530258,20.62045348,-0.343400138,-0.655152788,1.570555476,1.253218048,-20.58233578,5.1622276,32UL
0.912696647,1.001887408,0.910977261,20.6201674,-0.360337294,-0.641786672,1.600486321,1.265103285,-20.58132205,5.23083132,32UL
0.912942795,1.001848922,0.91125795,20.62267293,-0.330474214,-0.648781276,1.568322512,1.252326839,-20.58461358,5.16787732,32UL
0.912597711,1.001884372,0.910881272,20.62322643,-0.37738428,-0.633435856,1.598392976,1.264275673,-20.5844377,5.18240517,32UL
0.910323496,1.001895297,0.908601427,20.6305593,-0.390005614,-0.62502004,1.608777614,1.268375975,-20.59153222,5.20500403,32UL
0.914453751,1.001880458,0.912737386,20.62726952,-0.361744685,-0.637587087,1.595708263,1.263213467,-20.5885536,5.0960452,32UL
0.913072926,1.001877772,0.911361597,20.63449717,-0.376337281,-0.628792763,1.594551848,1.262755656,-20.59582292,5.20016142,32UL
0.911691994,1.001865075,0.909994785,20.62557828,-0.379927074,-0.634350697,1.582431686,1.25794741,-20.58718164,5.16868443,32UL
0.912144068,1.001886916,0.910426171,20.61935135,-0.353291325,-0.636401863,1.599943595,1.264888768,-20.58051765,5.18966909,32UL
0.91278849,1.001872416,0.911082565,20.61246889,-0.343252618,-0.644976263,1.586623329,1.259612373,-20.57394591,5.17271993,32UL
0.913774315,1.001861927,0.912076096,20.63072129,-0.340485404,-0.639270788,1.580555588,1.257201491,-20.59237979,5.14366425,32UL
0.91309242,1.001833753,0.911421098,20.63315007,-0.33975512,-0.645707364,1.557071894,1.247826869,-20.59538322,5.18805488,32UL
0.913925965,1.001838467,0.912248825,20.72325157,-0.360575166,-0.647676906,1.574727006,1.254881272,-20.68522247,5.17271994,128UL
0.913601666,1.001872885,0.911893794,20.72423917,-0.371606439,-0.640457017,1.604277411,1.266600731,-20.68549762,5.16949153,128UL
0.912201192,1.001852394,0.91051456,20.71396999,-0.354086828,-0.641786162,1.585202142,1.25904811,-20.6756705,5.18401937,128UL
0.914467096,1.001846674,0.912781486,20.71027413,-0.369225622,-0.630226649,1.579756847,1.256883784,-20.6720995,5.13559322,128UL
0.913702674,1.001857787,0.912008357,20.70836128,-0.376895757,-0.638431511,1.588943603,1.260533063,-20.6699609,5.17433414,128UL
0.912918096,1.001848467,0.91123371,20.70116532,-0.353156301,-0.650897827,1.579895406,1.256938903,-20.6629705,5.18644068,128UL
0.912177453,1.001872955,0.910472179,20.70518306,-0.381104559,-0.639113756,1.60138836,1.265459743,-20.66647568,5.23567393,128UL
0.912454034,1.001880618,0.910741278,20.69463424,-0.412659222,-0.634726609,1.606284171,1.267392666,-20.65578859,5.16384181,128UL
0.91106186,1.001866081,0.909364912,20.68956716,-0.415578651,-0.619742075,1.593121481,1.262189162,-20.65103067,5.23002422,128UL
0.911382656,1.001873523,0.909678352,20.70018313,-0.407278428,-0.63105576,1.60109954,1.265345621,-20.66147337,5.21791768,128UL
0.913934542,1.001856819,0.912240677,20.68804678,-0.403343639,-0.629971448,1.585003336,1.258969156,-20.64970403,5.14527846,128UL
0.911513413,1.001848043,0.909832004,20.70733236,-0.45108568,-0.612992606,1.580475378,1.25716959,-20.66913491,5.15092817,128UL
0.913912417,1.001845037,0.91222932,20.7059995,-0.388259676,-0.635000479,1.577708378,1.25606862,-20.66786653,5.08958838,128UL
0.912776709,1.001849048,0.911092056,20.69463939,-0.41794626,-0.624806228,1.579395047,1.256739848,-20.65644463,5.16303471,128UL
0.9125592,1.001858491,0.910866363,20.70774182,-0.439183631,-0.620282643,1.589448955,1.260733499,-20.66932805,5.0960452,128UL
0.913517924,1.001851132,0.911830007,20.70621574,-0.412568797,-0.621295757,1.582938921,1.258149006,-20.66795663,5.14285714,128UL
0.911943141,1.001878646,0.910233136,20.69643343,-0.421326554,-0.616021023,1.604883064,1.266839794,-20.65762507,5.16949153,128UL
0.913772102,1.001852921,0.912082087,20.70137788,-0.422977726,-0.621491965,1.583724105,1.258461006,-20.66309081,5.15334948,128UL
